previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,TotalDeaths
88,595,,116,116,0,LA20200709,20200709,LA,nan,110,3247
,,,0,0,0,ND20200317,,,,,
29,267,90,98,114,109,MI20200724,20200724,MI,197,113,6151
29,346,96,103,103,103,WA20201031,20201031,WA,nan,47,2366
11,47,16,41,40,32,SD20200812,20200812,SD,nan,,147
,,,0,0,0,KY20200329,20200329,KY,nan,,9
164,784,275,95,95,93,CO20201103,20201103,CO,nan,,2311
39,441,137,134,145,142,MI20200806,20200806,MI,243,132,6247
,,,0,0,0,IL20200518,20200518,IL,1096,636,4234
41,398,88,51,51,51,ID20201121,20201121,ID,89,,847
,,,0,0,0,NJ20200423,20200423,NJ,1934,1490,5368
,,,0,0,0,CT20200625,20200625,CT,nan,,4298
167,1505,473,116,116,116,TN20201102,20201102,TN,447,189,3379
24,259,65,101,89,81,WA20201007,20201007,WA,nan,30,2177
,,,0,0,0,AR20200611,20200611,AR,nan,45,165
,,,0,0,0,AK20200328,20200328,AK,nan,,2
,,,0,0,0,ND20200526,20200526,ND,nan,,54
,,,0,0,0,KS20200516,20200516,KS,0,16,172
72,659,193,83,83,83,SC20201028,20201028,SC,201,95,3889
164,1047,307,113,113,113,AL20201105,20201105,AL,nan,,3049
,,,0,0,0,KY20200409,20200409,KY,nan,,79
,,,0,0,0,TX20200702,20200702,TX,nan,,2525
,,,0,0,0,KS20200616,20200616,KS,43,16,245
18,252,48,58,58,58,PR20200816,,,,,
,70,,0,32,0,NV20200509,20200509,NV,115,62,306
,,,0,0,0,PA20200419,20200419,PA,nan,649,1112
,,,0,0,0,NC20200308,,,,,
200,1535,496,128,128,128,MO20201102,20201102,MO,504,226,3031
,,0,0,0,15,AK20200517,20200517,AK,nan,2,10
67,356,124,52,52,52,NM20201031,20201031,NM,nan,,1018
55,472,114,94,94,94,NJ20201011,20201011,NJ,163,52,14386
,,,0,0,0,KY20200710,20200710,KY,70,,620
,,,0,0,0,KS20200713,20200713,KS,78,14,288
13,79,23,17,19,18,NM20200804,20200804,NM,nan,,658
46,510,154,59,59,59,WV20201123,20201123,WV,136,60,667
,,,0,0,0,AL20200605,20200605,AL,nan,,672
113,448,141,148,148,147,KS20201030,20201030,KS,145,53,1029
,,,0,0,0,OR20200630,20200630,OR,36,24,207
58,289,101,97,91,84,CO20201013,20201013,CO,nan,,2153
,,,0,0,0,SC20200325,20200325,SC,nan,,7
,,,0,0,0,MA20200603,20200603,MA,393,263,7152
,,,0,0,0,PR20200514,,,,,
,,,0,0,0,IN20200312,20200312,IN,nan,,0
729,7554,2078,281,312,257,TX20200720,20200720,TX,nan,,4020
,,,0,0,0,NJ20200411,20200411,NJ,2056,1662,1932
,2,,0,25,0,OK20200610,20200610,OK,47,,355
,,,0,0,0,CT20200606,20200606,CT,nan,,4055
120,804,282,114,114,114,AL20201008,20201008,AL,nan,,2637
66,573,163,32,47,46,MD20200727,20200727,MD,145,,3315
,,,0,0,0,AL20200707,20200707,AL,nan,,1007
,,,0,0,0,OR20200330,20200330,OR,nan,,16
80,415,,118,118,0,LA20200630,20200630,LA,nan,83,3113
97,682,191,50,50,50,NM20201117,20201117,NM,nan,,1264
,,,0,0,0,WV20200310,,,,,
283,1539,395,122,122,122,AZ20201120,20201120,AZ,431,244,6427
,,,0,0,0,MT20200601,20200601,MT,nan,,17
68,372,137,55,54,54,UT20201103,20201103,UT,152,,620
,124,,0,26,0,CA20200429,20200429,CA,1186,,1887
56,680,157,68,73,73,VA20200728,20200728,VA,261,153,2095
4,20,4,18,8,7,HI20200715,20200715,HI,nan,,22
5,34,11,41,41,41,IA20200619,20200619,IA,58,30,681
5,128,39,46,50,47,OR20200806,20200806,OR,45,18,339
,,,0,0,0,DC20200529,20200529,DC,114,65,460
,,,0,0,0,ME20200528,20200528,ME,22,14,84
,,,0,0,0,MT20200703,20200703,MT,nan,,23
135,1002,377,103,103,103,TN20200716,20200716,TN,nan,,796
,,,0,0,0,NJ20200528,20200528,NJ,720,544,11401
,,,0,0,0,IA20200401,20200401,IA,34,26,9
,,,0,0,0,CT20200709,20200709,CT,nan,,4348
30,225,80,94,86,82,NE20200926,20200926,NE,nan,,469
,,,0,0,0,UT20200618,20200618,UT,66,,152
258,1828,483,201,199,191,IL20201022,20201022,IL,525,212,9387
0,3,1,2,2,2,VI20201002,,,,,
,,,0,0,0,MD20200608,20200608,MD,392,,2653
13,109,24,30,30,30,NH20201122,20201122,NH,nan,,512
,64,,0,31,0,NV20200526,20200526,NV,91,46,396
50,578,194,58,127,63,OK20200801,20200801,OK,218,,549
,,,0,0,0,ND20200408,20200408,ND,nan,,4
,,,0,0,0,MD20200609,20200609,MD,386,,2686
77,608,171,106,103,96,MS20201022,20201022,MS,157,68,3231
,,,0,0,0,DE20200603,20200603,DE,30,,375
,,,0,0,0,CA20200324,20200324,CA,nan,,53
139,635,183,149,149,149,KS20201106,20201106,KS,183,62,1166
141,1034,212,178,176,173,NY20201020,20201020,NY,194,99,25672
177,1168,341,106,106,106,AL20201109,20201109,AL,nan,,3120
,,,0,0,0,NV20200326,20200326,NV,nan,,17
,,,0,0,0,NC20200410,20200410,NC,nan,,74
124,759,233,112,112,112,AR20201113,20201113,AR,nan,114,2148
386,2279,578,223,222,222,OH20201108,20201108,OH,584,298,5517
,,,0,0,0,NE20200406,20200406,NE,nan,,8
,,,0,0,0,VA20200623,20200623,VA,245,126,1645
,,,0,0,0,NM20200331,20200331,NM,nan,,5
115,878,289,122,118,116,NC20200822,20200822,NC,279,,2521
,,,0,0,0,CA20200314,20200314,CA,nan,,6
2,28,4,23,24,23,AK20200806,20200806,AK,nan,2,25
,,,0,0,0,NH20200707,20200707,NH,nan,,384
275,1053,315,124,124,124,KY20201108,20201108,KY,299,,1565
,,,0,0,0,ID20200427,20200427,ID,nan,,58
6,25,6,37,37,32,SD20200802,20200802,SD,nan,,135
1,116,40,39,89,60,NE20200720,20200720,NE,nan,,306
,,,0,0,0,FL20200405,20200405,FL,nan,,221
66,434,90,51,51,51,ID20201126,20201126,ID,94,,895
,,,0,0,0,IA20200404,20200404,IA,44,30,14
,,,0,0,0,WA20200409,20200409,WA,186,,446
448,2443,423,200,200,200,NY20201118,20201118,NY,423,176,26225
5,85,12,14,14,14,RI20200825,20200825,RI,11,2,1039
,,,0,0,0,MO20200604,20200604,MO,nan,82,789
,,,0,0,0,VT20200419,20200419,VT,nan,,38
,,,0,0,0,WY20200608,20200608,WY,nan,,17
117,895,348,113,114,114,NC20200809,20200809,NC,315,,2168
62,531,113,166,141,129,NY20200824,20200824,NY,120,54,25295
331,1998,462,163,163,163,MI20201105,20201105,MI,442,194,7470
,,,0,0,0,IN20200706,20200706,IN,230,88,2505
801,5476,1364,411,409,409,CA20201122,20201122,CA,1282,,18676
29,196,42,48,49,49,ND20201006,20201006,ND,27,,280
,,,0,0,0,FL20200706,20200706,FL,nan,,3778
,,,0,0,0,AR20200512,20200512,AR,nan,12,95
,,,0,0,0,MS20200527,20200527,MS,127,73,670
,201,,0,46,0,NV20200404,20200404,NV,168,,69
,,,0,0,0,ID20200501,20200501,ID,nan,,63
,,,0,0,0,FL20200415,20200415,FL,nan,,614
64,486,62,50,50,50,ND20201112,20201112,ND,37,,697
2,,,15,0,0,HI20200707,20200707,HI,nan,,19
,,,0,0,0,NC20200316,,,,,
0,0,0,1,1,1,RI20200506,20200506,RI,86,60,370
12,113,22,14,14,14,DC20201020,20201020,DC,20,9,642
10,90,27,48,49,49,ND20200811,20200811,ND,nan,,118
,,,0,0,0,ND20200710,20200710,ND,nan,,85
,,,0,0,0,VT20200711,20200711,VT,nan,,56
871,6985,1995,344,384,360,CA20200728,20200728,CA,1975,,8518
,,,0,0,0,NE20200407,20200407,NE,nan,,12
10,110,22,14,14,14,DC20201014,20201014,DC,24,7,638
0,0,0,1,1,1,RI20200704,20200704,RI,9,7,960
,,,0,0,0,VT20200703,20200703,VT,nan,,56
,178,,0,33,0,NV20200709,20200709,NV,237,112,571
24,203,64,63,63,63,WV20201017,20201017,WV,65,28,399
40,304,65,94,94,94,NJ20201001,20201001,NJ,94,36,14340
30,240,63,65,65,65,PR20200829,,,,,
70,978,319,88,188,184,OH20200810,20200810,OH,345,195,3673
,,,0,0,0,AR20200514,20200514,AR,nan,13,98
714,6593,1893,331,383,359,CA20200801,20200801,CA,1966,,9224
,,,0,0,0,DE20200509,20200509,DE,55,,221
,,,0,0,0,IL20200712,20200712,IL,311,127,7187
60,366,98,67,67,67,MT20201028,20201028,MT,nan,,325
178,1492,459,125,125,125,TN20201107,20201107,TN,452,201,3590
127,1222,385,144,143,143,IN20201026,20201026,IN,499,164,3907
17,112,31,14,14,13,DC20201108,20201108,DC,25,13,654
71,605,,103,103,0,LA20200501,20200501,LA,nan,230,1927
,,,0,0,0,IL20200306,,,,,
,,,0,0,0,AR20200629,20200629,AR,nan,63,265
,,,0,0,0,GA20200412,20200412,GA,nan,,442
,,,0,0,0,NC20200607,20200607,NC,nan,,996
13,112,21,14,14,13,DC20201023,20201023,DC,23,8,642
,,,0,0,0,NJ20200319,20200319,NJ,nan,,7
,,,0,0,0,UT20200626,20200626,UT,80,,166
,,,0,0,0,CT20200605,20200605,CT,nan,,4038
,,,0,0,0,NM20200422,20200422,NM,nan,,71
,,,0,0,0,GA20200609,20200609,GA,nan,,2285
148,1007,294,114,114,114,AL20201031,20201031,AL,nan,,2967
,89,,0,22,0,CA20200522,20200522,CA,1050,,3630
120,1233,204,212,220,220,LA20201110,20201110,LA,nan,66,5829
289,1807,476,141,141,141,MO20201107,20201107,MO,467,238,3150
78,618,219,150,143,142,IN20201002,20201002,IN,293,101,3429
,,,0,0,0,AL20200330,20200330,AL,nan,,11
,,,0,0,0,NH20200523,20200523,NH,nan,,208
,,,0,0,0,RI20200324,,,,,
66,553,142,105,105,105,WA20201112,20201112,WA,nan,76,2507
,,,0,0,0,NM20200513,20200513,NM,nan,,231
,,,0,0,0,IN20200503,20200503,IN,477,241,1132
134,1170,340,97,97,97,VA20201123,20201123,VA,351,152,3942
73,656,183,153,151,150,MI20201009,20201009,MI,189,85,6876
,,,0,0,0,IL20200519,20200519,IL,993,576,4379
98,649,230,98,87,72,AZ20200828,20200828,AZ,272,160,4978
58,598,178,83,83,83,SC20201025,20201025,SC,206,95,3823
,,,0,0,0,NC20200622,20200622,NC,315,,1223
26,194,60,50,48,48,ID20201016,20201016,ID,61,,523
,,,0,0,0,CA20200321,20200321,CA,nan,,27
,,,0,0,0,UT20200605,20200605,UT,57,,120
,,,0,0,0,SD20200609,20200609,SD,nan,,68
,,,0,0,0,SC20200608,20200608,SC,nan,,557
11,109,35,85,74,70,NE20200826,20200826,NE,nan,,386
108,951,271,194,173,153,IL20200929,20200929,IL,363,151,8637
344,2028,572,170,170,170,GA20201127,20201127,GA,nan,,8746
58,402,66,49,49,49,ND20201103,20201103,ND,28,,555
14,67,13,42,24,20,MT20200817,20200817,MT,nan,,82
75,492,175,59,59,59,UT20201113,20201113,UT,184,,701
,,,0,0,0,AK20200329,20200329,AK,nan,,3
,,,0,0,0,SD20200611,20200611,SD,nan,,73
80,666,193,96,117,104,IL20200721,20200721,IL,320,142,7324
8,72,14,25,25,25,HI20201106,20201106,HI,nan,,219
24,205,76,100,87,80,CO20201004,20201004,CO,nan,,2068
,,0,0,0,11,AK20200613,20200613,AK,nan,2,12
34,333,,112,112,0,LA20200529,20200529,LA,nan,90,2661
,,,0,0,0,NM20200504,20200504,NM,nan,,156
143,578,157,149,149,149,KS20201104,20201104,KS,160,60,1087
5,19,8,25,23,22,NH20200727,20200727,NH,nan,,409
17,377,274,26,110,108,IN20200723,20200723,IN,328,85,2683
15,103,25,28,28,28,WY20201026,20201026,WY,nan,,77
33,112,,20,25,0,AZ20200519,20200519,AZ,318,201,704
762,9534,2196,238,254,250,FL20200728,20200728,FL,nan,,6117
,,,0,0,0,DC20200616,20200616,DC,70,49,520
70,565,157,83,81,80,SC20201009,20201009,SC,193,99,3551
,,,0,0,0,NC20200420,20200420,NC,nan,,179
,,,0,0,0,IA20200407,20200407,IA,53,32,26
,,,0,0,0,UT20200415,20200415,UT,nan,,20
,,,0,0,0,GA20200410,20200410,GA,nan,,425
95,863,168,35,35,35,CT20201119,20201119,CT,nan,,4805
,7,,0,26,0,OK20200508,20200508,OK,63,,266
,,,0,0,0,VI20200706,,,,,
442,1954,381,193,193,193,NY20201113,20201113,NY,331,137,26079
,,,0,0,0,AL20200519,20200519,AL,nan,,504
,,,0,0,0,WI20200519,20200519,WI,129,,467
0,102,3,8,10,11,RI20200719,20200719,RI,4,2,990
,,,0,0,0,CO20200714,20200714,CO,nan,,1738
,,,0,0,0,DE20200628,20200628,DE,14,,507
,,,0,0,0,WA20200514,20200514,WA,114,97,983
129,1113,408,111,114,110,TN20200803,20200803,TN,394,203,1092
323,2386,670,140,140,140,MO20201126,20201126,MO,665,367,3808
,,,0,0,0,WV20200412,20200412,WV,nan,,8
,,,0,0,0,MD20200324,20200324,MD,nan,,3
,,,0,0,0,UT20200612,20200612,UT,66,,139
173,1054,295,193,173,154,IL20201006,20201006,IL,382,155,8836
42,662,135,87,102,81,NY20200720,20200720,NY,158,93,25056
,,,0,0,0,TX20200619,20200619,TX,nan,,2140
,,,0,0,0,CO20200617,20200617,CO,nan,,1631
2,30,8,21,21,20,AK20200726,20200726,AK,nan,4,20
169,387,140,100,100,98,KY20200805,20200805,KY,131,,752
208,1927,616,94,103,89,GA20200802,20200802,GA,nan,,3840
65,1032,183,192,212,212,LA20200927,20200927,LA,nan,85,5283
,,,0,0,0,MN20200621,20200621,MN,160,,1380
45,565,199,63,118,70,OK20200730,20200730,OK,217,,536
,,,0,0,0,CO20200313,20200313,CO,nan,,
0,14,2,17,45,25,NE20200702,20200702,NE,nan,,282
,,,0,0,0,NC20200710,20200710,NC,305,,1479
0,16,2,17,47,27,NE20200629,20200629,NE,nan,,269
,,,0,0,0,OR20200628,20200628,OR,39,27,202
,,,0,0,0,KY20200619,20200619,KY,64,,522
9,102,29,14,14,12,DC20200826,20200826,DC,25,13,605
30,373,119,60,60,59,NV20200929,20200929,NV,136,69,1593
2,11,0,39,39,39,ME20201024,20201024,ME,0,0,146
,,,0,0,0,NJ20200703,20200703,NJ,198,166,13308
183,1518,459,125,125,125,TN20201106,20201106,TN,450,200,3541
,,,0,0,0,IN20200428,20200428,IN,546,273,901
52,589,174,200,175,166,PA20200815,20200815,PA,nan,99,7465
,,,0,0,0,WV20200407,20200407,WV,nan,,4
41,302,95,123,123,122,IA20200826,20200826,IA,99,44,1069
,,,0,0,0,NV20200308,,,,,
,,,0,0,0,OR20200508,20200508,OR,24,16,124
43,443,300,89,84,74,AR20200823,20200823,AR,nan,108,674
36,119,30,23,17,13,HI20200807,20200807,HI,nan,,31
369,3110,865,385,381,381,CA20201109,20201109,CA,839,,17977
367,2490,665,140,140,140,MO20201120,20201120,MO,646,336,3537
24,183,37,59,59,59,PR20200710,,,,,
16,93,45,39,39,39,ME20201119,20201119,ME,35,12,171
0,,,13,0,0,HI20200421,20200421,HI,nan,,12
78,557,97,31,31,31,CT20201109,20201109,CT,nan,,4698
679,7750,1856,237,254,252,FL20200807,20200807,FL,nan,,7927
,,,0,0,0,KS20200401,20200401,KS,2,5,10
13,65,16,32,31,30,CT20200821,20200821,CT,nan,,4460
109,680,197,115,115,114,AZ20201101,20201101,AZ,222,112,5981
,,,0,0,0,MI20200527,20200527,MI,405,251,5334
,,,0,0,0,AL20200620,20200620,AL,nan,,828
,,,0,0,0,MO20200313,,,,,
9,129,19,15,15,13,DE20201012,20201012,DE,25,,656
30,211,73,100,87,81,CO20201003,20201003,CO,nan,,2060
0,1,0,1,1,1,NY20200615,20200615,NY,470,244,24579
18,153,53,100,83,77,CO20200829,20200829,CO,nan,,1944
,,,0,0,0,MT20200323,,,,,
,,,0,0,0,UT20200418,20200418,UT,nan,,25
,,,0,0,0,MO20200415,20200415,MO,nan,,147
23,64,11,31,31,31,WY20201017,20201017,WY,nan,,57
,,,0,0,0,KY20200615,20200615,KY,63,,505
,,,0,0,0,NJ20200409,20200409,NJ,1798,1599,1504
,,,0,0,0,WI20200501,20200501,WI,127,,327
48,524,119,38,48,48,MD20200810,20200810,MD,119,,3454
638,5851,2015,546,532,527,TX20200819,20200819,TX,nan,,10559
83,861,235,81,78,77,SC20200823,20200823,SC,250,150,2380
,,,0,0,0,IN20200308,20200308,IN,nan,,0
,,,0,0,0,UT20200624,20200624,UT,77,,163
14,256,24,15,15,15,RI20201113,20201113,RI,27,14,1254
83,451,112,148,144,138,KS20201024,20201024,KS,2,41,975
26,595,,112,112,0,LA20200510,20200510,LA,nan,161,2213
14,129,22,15,14,12,DE20201007,20201007,DE,18,,649
,,,0,0,0,UT20200319,20200319,UT,nan,,
,,,0,0,0,TN20200318,,,,,
124,897,348,139,137,135,MO20200926,20200926,MO,nan,141,2063
0,0,0,1,1,1,RI20200507,20200507,RI,82,56,388
174,1013,279,121,121,121,AZ20201111,20201111,AZ,309,156,6228
158,423,150,108,102,99,KY20200816,20200816,KY,131,,813
,4,,0,25,0,OK20200429,20200429,OK,89,,214
388,2754,491,96,96,96,NJ20201128,20201128,NJ,565,309,15136
258,1740,510,124,124,124,TN20201111,20201111,TN,497,216,3761
,,,0,0,0,KY20200327,20200327,KY,nan,,8
,,,0,0,0,VI20200628,,,,,
35,478,,111,111,0,LA20200513,20200513,LA,nan,147,2315
,,,0,0,0,AR20200321,,,,,
154,1247,436,135,135,135,MO20201019,20201019,MO,450,170,2590
,63,,0,31,0,NV20200605,20200605,NV,72,47,433
9,96,51,66,66,66,IA20200411,20200411,IA,58,35,34
,,,0,0,0,PA20200410,20200410,PA,nan,602,416
,,,0,0,0,NM20200517,20200517,NM,nan,,265
64,337,70,67,67,67,MT20201019,20201019,MT,nan,,241
,,,0,0,0,WV20200315,,,,,
1,,,14,0,0,HI20200630,20200630,HI,nan,,18
,,,0,0,0,MO20200611,20200611,MO,nan,69,860
91,775,175,105,105,105,WA20201122,20201122,WA,nan,86,2619
108,793,248,188,157,144,IL20200820,20200820,IL,357,124,7833
,,,0,0,0,ND20200403,20200403,ND,nan,,3
246,2311,767,69,83,64,AZ20200725,20200725,AZ,892,594,3286
75,587,170,98,98,98,NE20201030,20201030,NE,nan,,646
,,,0,0,0,LA20200522,20200522,LA,nan,104,2545
224,1544,468,124,124,124,TN20201104,20201104,TN,451,198,3478
151,874,271,114,115,115,AL20201021,20201021,AL,nan,,2805
199,853,287,153,153,153,OK20201030,20201030,OK,308,,1326
73,569,106,159,134,123,NY20200814,20200814,NY,127,59,25232
,,,0,0,0,MO20200407,20200407,MO,nan,,53
90,823,323,57,70,51,MS20200727,20200727,MS,304,166,1501
269,1171,309,143,141,140,WI20201018,20201018,WI,284,,1574
,,,0,0,0,MA20200625,20200625,MA,174,101,7963
,,,0,0,0,WI20200405,20200405,WI,nan,,68
210,380,69,63,63,62,PR20201110,,,,,
349,2222,530,189,189,185,IL20201027,20201027,IL,595,241,9568
1,0,0,3,2,2,PR20200718,,,,,
10,97,21,24,24,24,AK20201108,20201108,AK,nan,7,84
,180,,0,45,0,NV20200401,20200401,NV,142,,45
50,434,57,50,50,50,ND20201121,20201121,ND,34,,834
,,,0,0,0,VI20200704,,,,,
0,830,259,50,62,57,NV20200715,20200715,NV,251,124,618
,,,0,0,0,NH20200418,20200418,NH,nan,,38
0,0,0,1,1,1,RI20200601,20200601,RI,46,29,720
81,534,185,59,59,59,UT20201121,20201121,UT,183,,787
61,467,132,82,80,78,SC20201003,20201003,SC,163,88,3453
0,0,0,1,1,1,RI20200622,20200622,RI,18,15,903
15,92,41,36,37,35,NM20200806,20200806,NM,nan,,669
,,,0,0,0,AL20200327,,,,,
,,,0,0,0,MA20200407,20200407,MA,nan,,356
74,543,162,82,80,78,SC20201006,20201006,SC,167,87,3502
,,,0,0,0,AL20200509,20200509,AL,nan,,390
38,230,86,80,79,74,CO20200806,20200806,CO,nan,,1852
93,674,204,209,197,192,OH20200928,20200928,OH,197,101,4746
358,3207,716,160,160,160,MI20201116,20201116,MI,703,343,8049
,5,,0,35,0,OK20200417,20200417,OK,89,,136
,,,0,0,0,SC20200314,,,,,
,,0,0,0,9,AK20200612,20200612,AK,nan,3,12
6,21,6,17,17,17,VT20201125,20201125,VT,5,,64
9,71,19,47,48,48,ND20200821,20200821,ND,15,,132
,,,0,0,0,TX20200402,20200402,TX,nan,,70
,,,0,0,0,WA20200619,20200619,WA,nan,49,1255
,,,0,0,0,NE20200312,,,,,
,,,0,0,0,OR20200517,20200517,OR,20,12,137
,,,0,0,0,CT20200409,20200409,CT,nan,,380
54,449,65,48,48,48,ND20201116,20201116,ND,38,,743
,112,,0,30,0,NV20200503,20200503,NV,130,86,262
29,136,57,52,49,49,NM20201012,20201012,NM,nan,,915
2,2,2,2,2,2,VI20200717,,,,,
0,18,7,30,30,30,NH20201002,20201002,NH,nan,,442
,,,0,0,0,NJ20200429,20200429,NJ,1766,1277,6770
,,,0,0,0,KY20200321,20200321,KY,nan,,2
,,,0,0,0,OR20200527,20200527,OR,19,12,148
260,1398,458,144,105,93,GA20200827,20200827,GA,nan,,5393
,,,0,0,0,NC20200619,20200619,NC,328,,1197
,,,0,0,0,MA20200506,20200506,MA,922,,4420
146,528,182,74,94,91,OH20200719,20200719,OH,316,163,3174
1,108,10,4,6,6,DE20200723,20200723,DE,7,,529
,,,0,0,0,GA20200307,,,,,
20,212,50,65,65,65,PR20201009,,,,,
46,343,119,110,113,105,WI20200721,20200721,WI,101,,859
,0,,0,1,0,IA20200420,20200420,IA,91,58,79
0,8,4,38,35,33,ME20200928,20200928,ME,2,0,140
,,,0,0,0,AR20200524,20200524,AR,nan,17,116
,,,0,0,0,WV20200524,20200524,WV,8,4,72
,,,0,0,0,WV20200522,20200522,WV,11,9,72
,,,0,0,0,VT20200509,20200509,VT,nan,,53
,,0,0,0,12,AK20200619,20200619,AK,nan,1,12
73,651,121,125,131,115,NY20200805,20200805,NY,134,69,25179
0,3,2,16,16,16,VT20201106,20201106,VT,2,,58
119,472,119,92,83,89,KY20200726,20200726,KY,132,,700
63,376,97,123,123,122,IA20200928,20200928,IA,97,36,1321
220,2019,736,64,84,64,AZ20200727,20200727,AZ,820,567,3304
,,,0,0,0,SD20200702,20200702,SD,nan,,97
,,,0,0,0,PA20200321,20200321,PA,nan,,2
45,423,136,62,61,60,NV20201013,20201013,NV,130,61,1674
139,297,54,65,65,65,PR20201020,,,,,
,,,0,0,0,VI20200609,,,,,
,,,0,0,0,IA20200330,20200330,IA,nan,,6
0,0,0,1,1,1,NY20200502,20200502,NY,3501,2841,18909
420,5060,1293,264,262,260,FL20200823,20200823,FL,nan,,10325
113,770,276,112,125,120,OH20200725,20200725,OH,356,167,3297
,,,0,0,0,MI20200405,20200405,MI,nan,,617
138,798,255,111,111,111,AR20201118,20201118,AR,nan,143,2275
,,,0,0,0,OH20200624,20200624,OH,202,121,2755
,,,0,0,0,IN20200505,20200505,IN,479,272,1213
0,1,0,17,17,17,VT20201021,20201021,VT,nan,,58
,,,0,0,0,AL20200618,20200618,AL,nan,,801
335,1335,346,144,143,142,WI20201023,20201023,WI,332,,1745
89,789,246,132,153,140,IL20200809,20200809,IL,322,114,7636
,,,0,0,0,MD20200517,20200517,MD,562,,1876
,,0,0,0,18,AK20200524,20200524,AK,nan,0,10
103,853,274,209,194,189,OH20200821,20200821,OH,283,155,3955
86,900,286,209,194,189,OH20200819,20200819,OH,296,164,3907
0,0,0,1,1,1,RI20200613,20200613,RI,28,17,833
,,,0,0,0,OH20200324,20200324,OH,nan,,8
,,,0,0,0,KS20200325,20200325,KS,2,0,3
,,,0,0,0,KY20200426,20200426,KY,nan,,208
,,,0,0,0,OK20200314,,,,,
,,,0,0,0,OR20200329,20200329,OR,nan,,13
174,1103,342,157,156,156,IN20201021,20201021,IN,421,136,3790
,,,0,0,0,MT20200413,20200413,MT,nan,,7
154,1055,286,156,156,154,MI20201023,20201023,MI,279,121,7147
824,6782,1955,333,386,349,CA20200729,20200729,CA,2012,,8715
24,366,64,20,19,17,NM20200717,20200717,NM,nan,,565
,,,0,0,0,VT20200503,20200503,VT,nan,,52
135,1432,392,109,112,99,TN20200801,20200801,TN,415,200,1067
,,,0,0,0,DE20200527,20200527,DE,36,,344
478,3525,877,226,226,226,PA20201119,20201119,PA,659,318,9581
0,0,0,1,1,1,RI20200710,20200710,RI,4,5,976
,1,,0,1,0,IA20200430,20200430,IA,121,86,162
,,,0,0,0,VA20200409,20200409,VA,nan,,109
,,,0,0,0,OR20200714,20200714,OR,48,29,244
302,1902,460,124,124,124,AZ20201125,20201125,AZ,531,335,6524
,,,0,0,0,TN20200611,20200611,TN,nan,,441
,,,0,0,0,NY20200327,20200327,NY,1583,1297,519
19,263,54,64,64,64,PR20200812,,,,,
,,,0,0,0,AR20200623,20200623,AR,nan,61,237
72,497,189,50,50,50,TN20200713,20200713,TN,nan,,749
,,,0,0,0,TX20200712,20200712,TX,nan,,3192
476,2106,460,146,145,145,WI20201124,20201124,WI,436,,3115
,,,0,0,0,MD20200618,20200618,MD,269,,2886
,,,0,0,0,NH20200706,20200706,NH,nan,,382
62,443,138,62,62,61,NV20201021,20201021,NV,147,47,1732
96,432,323,86,83,72,AR20200814,20200814,AR,nan,113,587
,,,0,0,0,MN20200307,20200307,MN,nan,,
,,,0,0,0,MA20200531,20200531,MA,436,,6846
,,,0,0,0,TN20200328,20200328,TN,nan,,6
38,292,41,49,49,49,ND20201024,20201024,ND,25,,448
,,,0,0,0,IN20200318,20200318,IN,nan,,2
,,,0,0,0,SD20200528,20200528,SD,nan,,54
,,,0,0,0,DE20200622,20200622,DE,17,,435
113,834,337,65,78,54,MS20200729,20200729,MS,296,178,1563
,,,0,0,0,FL20200626,20200626,FL,nan,,3366
22,233,55,66,66,66,PR20200926,,,,,
81,421,82,67,67,67,MT20201106,20201106,MT,nan,,419
62,374,85,51,51,51,ID20201112,20201112,ID,86,,749
,,0,0,0,16,AK20200531,20200531,AK,nan,2,10
120,1306,154,214,221,221,LA20201114,20201114,LA,nan,62,5885
0,0,0,17,17,17,VT20201013,20201013,VT,nan,,58
,,,0,0,0,FL20200627,20200627,FL,nan,,3390
,,,0,0,0,NM20200628,20200628,NM,nan,,492
175,1367,432,137,135,135,TN20201024,20201024,TN,322,132,3100
,11,,0,28,0,OK20200701,20200701,OK,145,,389
,,,0,0,0,FL20200601,20200601,FL,nan,,2460
1,187,25,67,72,67,MA20200722,20200722,MA,63,37,8468
,,,0,0,0,IL20200417,20200417,IL,1196,777,1134
45,306,70,95,95,94,NJ20201003,20201003,NJ,110,35,14348
30,11,3,30,27,28,NH20200823,20200823,NH,nan,,429
,,,0,0,0,SC20200316,,,,,
,,,0,0,0,AK20200505,20200505,AK,nan,,9
0,0,0,1,1,1,RI20200420,20200420,RI,62,45,155
291,2358,583,263,261,259,FL20201006,20201006,FL,nan,,14767
12,57,11,30,30,28,CT20200808,20200808,CT,nan,,4441
,,,0,0,0,FL20200515,20200515,FL,nan,,1917
368,1254,320,124,124,124,KY20201113,20201113,KY,307,147,1647
614,3229,1082,564,560,560,TX20201003,20201003,TX,nan,,15992
8,45,30,39,39,39,IA20200502,20200502,IA,131,90,175
0,1,0,1,1,1,MS20200613,20200613,MS,160,103,889
,,,0,0,0,WA20200404,20200404,WA,222,,310
153,989,246,54,54,54,MD20201116,20201116,MD,237,,4160
