previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,deathIncrease
48,203,78,52,50,50,NM20201021,20201021,NM,,,8
62,443,138,62,62,61,NV20201021,20201021,NV,147,47,5
171,1091,212,179,178,176,NY20201021,20201021,NY,201,103,7
230,1275,338,218,214,213,OH20201021,20201021,OH,345,164,66
198,843,315,151,150,151,OK20201021,20201021,OK,317,,19
16,130,39,64,64,63,OR20201021,20201021,OR,57,14,5
131,1129,296,218,217,212,PA20201021,20201021,PA,,104,29
21,290,62,66,66,66,PR20201021,20201021,PR,62,45,5
14,135,15,15,15,15,RI20201021,20201021,RI,14,6,5
73,622,170,83,83,83,SC20201021,20201021,SC,197,98,12
51,280,76,65,65,64,SD20201021,20201021,SD,,,3
173,1366,405,137,134,134,TN20201021,20201021,TN,388,167,18
747,4935,1475,585,585,585,TX20201021,20201021,TX,1424,,114
51,291,104,57,55,53,UT20201021,20201021,UT,111,,6
76,666,198,108,107,107,VA20201021,20201021,VA,202,97,30
0,4,1,2,2,2,VI20201021,20201021,VI,,,0
0,1,0,17,17,17,VT20201021,20201021,VT,,,0
34,301,70,100,99,97,WA20201021,20201021,WA,109,43,24
308,1286,342,144,143,141,WI20201021,20201021,WI,299,,50
19,219,64,63,63,63,WV20201021,20201021,WV,65,25,5
24,77,23,31,31,31,WY20201021,20201021,WY,,,0
11,43,16,23,22,21,AK20201020,20201020,AK,,10,0
139,863,269,114,114,114,AL20201020,20201020,AL,,,16
97,597,220,98,98,96,AR20201020,20201020,AR,257,96,14
91,535,167,109,109,104,AZ20201020,20201020,AZ,170,91,7
366,2363,665,403,388,385,CA20201020,20201020,CA,781,,22
103,393,140,99,97,95,CO20201020,20201020,CO,,,2
24,215,40,33,31,31,CT20201020,20201020,CT,,,5
12,113,22,14,14,14,DC20201020,20201020,DC,20,9,1
12,125,22,14,14,12,DE20201020,20201020,DE,25,,2
330,2230,530,270,269,268,FL20201020,20201020,FL,,,86
303,1340,397,156,152,152,GA20201020,20201020,GA,,,17
16,84,14,30,23,22,HI20201020,20201020,HI,22,15,0
90,539,133,123,123,123,IA20201020,20201020,IA,122,45,17
35,243,63,49,48,48,ID20201020,20201020,ID,54,,3
266,1726,452,196,191,183,IL20201020,20201020,IL,489,195,41
191,1100,338,148,146,145,IN20201020,20201020,IN,412,141,48
79,376,112,147,143,135,KS20201020,20201020,KS,81,39,0
199,693,219,112,111,111,KY20201020,20201020,KY,202,,16
104,1114,175,205,214,214,LA20201020,20201020,LA,,62,6
42,302,66,85,85,85,MA20201020,20201020,MA,94,35,5
78,435,128,55,54,54,MD20201020,20201020,MD,123,,9
1,10,1,38,37,35,ME20201020,20201020,ME,1,0,0
136,958,262,154,153,151,MI20201020,20201020,MI,267,106,20
86,584,161,130,130,130,MN20201020,20201020,MN,155,,7
182,1255,440,134,134,134,MO20201020,20201020,MO,429,156,25
121,605,158,104,101,94,MS20201020,20201020,MS,161,73,31
72,336,73,67,67,67,MT20201020,20201020,MT,,,11
160,1089,335,125,123,122,NC20201020,20201020,NC,326,,53
35,239,36,49,49,49,ND20201020,20201020,ND,39,,4
63,377,109,95,95,95,NE20201020,20201020,NE,,,6
4,14,5,30,30,30,NH20201020,20201020,NH,,,0
93,629,127,91,91,91,NJ20201020,20201020,NJ,169,69,13
33,220,86,52,50,50,NM20201020,20201020,NM,,,7
50,442,117,62,60,59,NV20201020,20201020,NV,141,57,15
141,1034,212,178,176,173,NY20201020,20201020,NY,194,99,13
245,1233,322,212,206,204,OH20201020,20201020,OH,322,161,8
204,830,312,149,147,149,OK20201020,20201020,OK,319,,18
62,134,41,64,63,63,OR20201020,20201020,OR,50,11,8
152,1134,287,212,207,203,PA20201020,20201020,PA,,94,33
26,287,54,66,66,66,PR20201020,20201020,PR,61,38,1
10,126,15,15,15,15,RI20201020,20201020,RI,16,6,5
74,616,174,82,81,81,SC20201020,20201020,SC,182,92,35
47,318,70,65,65,64,SD20201020,20201020,SD,,,7
191,1314,392,133,130,130,TN20201020,20201020,TN,399,179,30
717,4778,1434,581,579,580,TX20201020,20201020,TX,1349,,65
49,311,104,56,55,50,UT20201020,20201020,UT,104,,5
71,668,186,105,103,103,VA20201020,20201020,VA,194,98,28
0,4,1,2,2,2,VI20201020,20201020,VI,,,0
0,0,0,17,17,17,VT20201020,20201020,VT,,,0
29,303,73,100,99,98,WA20201020,20201020,WA,82,36,19
303,1283,339,144,144,141,WI20201020,20201020,WI,315,,35
27,218,64,63,63,63,WV20201020,20201020,WV,62,23,9
30,76,21,30,30,30,WY20201020,20201020,WY,,,4
8,39,13,23,22,20,AK20201019,20201019,AK,,8,0
125,873,271,116,116,116,AL20201019,20201019,AL,,,1
83,584,218,98,98,92,AR20201019,20201019,AR,248,95,10
69,547,164,110,110,104,AZ20201019,20201019,AZ,177,94,3
316,2311,670,406,390,386,CA20201019,20201019,CA,758,,27
73,371,132,99,92,90,CO20201019,20201019,CO,,,4
23,215,46,33,31,31,CT20201019,20201019,CT,,,12
16,105,18,14,14,14,DC20201019,20201019,DC,20,9,0
10,134,25,15,15,13,DE20201019,20201019,DE,19,,1
259,2238,536,268,266,265,FL20201019,20201019,FL,,,54
207,1307,388,157,151,151,GA20201019,20201019,GA,,,19
7,87,17,30,20,19,HI20201019,20201019,HI,22,15,1
70,500,125,123,123,122,IA20201019,20201019,IA,113,45,10
32,211,54,50,49,49,ID20201019,20201019,ID,55,,-1
288,1709,433,197,188,177,IL20201019,20201019,IL,485,179,22
191,1059,318,148,144,143,IN20201019,20201019,IN,383,125,23
54,371,119,147,136,127,KS20201019,20201019,KS,81,39,13
168,665,217,114,111,112,KY20201019,20201019,KY,190,,9
78,1061,161,205,213,212,LA20201019,20201019,LA,,64,16
40,286,67,85,85,85,MA20201019,20201019,MA,86,33,16
48,424,123,55,54,54,MD20201019,20201019,MD,116,,4
0,10,1,38,36,34,ME20201019,20201019,ME,0,0,0
93,914,246,155,154,152,MI20201019,20201019,MI,267,95,46
66,564,157,130,130,130,MN20201019,20201019,MN,138,,5
154,1247,436,135,135,135,MO20201019,20201019,MO,476,,8
83,541,167,104,99,92,MS20201019,20201019,MS,151,70,0
64,337,70,67,67,67,MT20201019,20201019,MT,,,0
119,1070,334,126,124,122,NC20201019,20201019,NC,311,,5
20,198,44,49,49,49,ND20201019,20201019,ND,38,,4
42,369,116,96,95,95,NE20201019,20201019,NE,,,0
2,15,5,30,30,30,NH20201019,20201019,NH,,,1
77,602,125,92,91,91,NJ20201019,20201019,NJ,166,62,3
33,213,88,52,50,50,NM20201019,20201019,NM,,,1
49,435,133,62,60,59,NV20201019,20201019,NV,148,53,2
110,1042,210,179,174,170,NY20201019,20201019,NY,198,106,15
181,1148,314,211,205,203,OH20201019,20201019,OH,303,158,8
194,820,313,149,147,148,OK20201019,20201019,OK,301,,2
13,130,36,64,62,60,OR20201019,20201019,OR,44,15,0
188,1052,283,212,200,192,PA20201019,20201019,PA,,89,8
18,226,45,66,66,66,PR20201019,20201019,PR,64,41,2
9,127,16,15,15,15,RI20201019,20201019,RI,16,4,1
58,612,171,81,80,80,SC20201019,20201019,SC,182,92,11
46,309,66,65,63,62,SD20201019,20201019,SD,,,0
167,1299,397,134,131,130,TN20201019,20201019,TN,390,177,13
676,4589,1414,581,578,579,TX20201019,20201019,TX,1349,,8
44,293,95,58,55,50,UT20201019,20201019,UT,103,,3
66,780,182,106,103,103,VA20201019,20201019,VA,210,81,24
0,4,1,2,2,2,VI20201019,20201019,VI,,,0
0,0,0,17,17,17,VT20201019,20201019,VT,,,0
30,289,74,99,96,93,WA20201019,20201019,WA,72,26,0
300,1250,327,143,143,141,WI20201019,20201019,WI,302,,29
29,221,62,63,63,63,WV20201019,20201019,WV,67,26,0
29,76,16,30,30,30,WY20201019,20201019,WY,,,0
3,41,15,23,22,20,AK20201018,20201018,AK,,11,0
109,842,275,114,114,114,AL20201018,20201018,AL,,,0
92,562,206,105,104,96,AR20201018,20201018,AR,241,96,20
89,520,163,109,103,97,AZ20201018,20201018,AZ,176,85,3
314,2269,672,402,396,391,CA20201018,20201018,CA,727,,44
49,351,127,100,93,88,CO20201018,20201018,CO,,,0
22,198,42,33,31,31,CT20201018,20201018,CT,,,0
7,101,22,14,14,14,DC20201018,20201018,DC,20,8,0
10,132,23,16,16,14,DE20201018,20201018,DE,21,,1
266,2200,534,266,265,264,FL20201018,20201018,FL,,,50
204,1265,375,159,149,149,GA20201018,20201018,GA,,,31
12,92,19,30,20,18,HI20201018,20201018,HI,22,15,1
67,477,113,123,123,122,IA20201018,20201018,IA,108,45,1
24,210,68,50,48,48,ID20201018,20201018,ID,55,,6
439,1556,380,198,191,173,IL20201018,20201018,IL,408,157,22
145,996,291,153,150,149,IN20201018,20201018,IN,403,136,19
48,381,115,149,137,127,KS20201018,20201018,KS,123,47,0
153,630,201,115,110,110,KY20201018,20201018,KY,185,,5
71,1056,170,205,213,212,LA20201018,20201018,LA,,60,23
42,283,61,103,103,103,MA20201018,20201018,MA,83,32,14
58,445,119,59,58,58,MD20201018,20201018,MD,115,,1
0,10,0,39,37,35,ME20201018,20201018,ME,5,1,0
94,898,236,156,155,153,MI20201018,20201018,MI,254,94,0
67,537,141,130,130,130,MN20201018,20201018,MN,126,,17
171,1218,407,140,139,140,MO20201018,20201018,MO,,,2
79,493,145,104,100,85,MS20201018,20201018,MS,140,69,0
49,340,69,67,67,67,MT20201018,20201018,MT,,,1
141,1039,320,127,125,121,NC20201018,20201018,NC,310,,5
20,201,41,49,49,49,ND20201018,20201018,ND,35,,5
40,347,108,96,94,91,NE20201018,20201018,NE,,,1
0,15,5,30,30,30,NH20201018,20201018,NH,,,1
68,577,116,93,93,93,NJ20201018,20201018,NJ,169,67,7
32,185,80,52,50,50,NM20201018,20201018,NM,,,5
50,408,142,62,60,59,NV20201018,20201018,NV,139,60,3
105,983,207,176,169,165,NY20201018,20201018,NY,200,102,7
202,1095,290,217,209,207,OH20201018,20201018,OH,289,133,0
187,777,314,148,148,147,OK20201018,20201018,OK,301,,3
19,139,34,63,61,59,OR20201018,20201018,OR,44,15,3
111,989,278,219,202,195,PA20201018,20201018,PA,,93,26
14,154,43,66,66,66,PR20201018,20201018,PR,59,39,5
11,123,17,15,15,15,RI20201018,20201018,RI,16,4,0
63,599,170,82,80,80,SC20201018,20201018,SC,186,97,13
44,291,65,65,63,60,SD20201018,20201018,SD,,,8
135,1252,393,135,132,130,TN20201018,20201018,TN,324,143,6
726,4340,1357,581,578,579,TX20201018,20201018,TX,1340,,30
33,291,93,59,55,50,UT20201018,20201018,UT,102,,3
64,764,184,106,102,102,VA20201018,20201018,VA,205,95,11
0,3,1,2,2,2,VI20201018,20201018,VI,,,0
0,0,0,17,17,17,VT20201018,20201018,VT,,,0
26,281,74,103,98,92,WA20201018,20201018,WA,91,26,0
269,1171,309,143,141,140,WI20201018,20201018,WI,284,,0
20,210,67,63,63,63,WV20201018,20201018,WV,64,28,0
31,70,12,31,31,31,WY20201018,20201018,WY,,,0
8,41,15,23,22,20,AK20201017,20201017,AK,,9,1
124,836,286,115,115,115,AL20201017,20201017,AL,,,2
87,552,206,105,103,96,AR20201017,20201017,AR,236,92,19
70,506,164,109,103,97,AZ20201017,20201017,AZ,174,81,18
337,2223,626,403,397,391,CA20201017,20201017,CA,743,,69
54,334,121,100,93,88,CO20201017,20201017,CO,,,4
25,185,39,33,31,31,CT20201017,20201017,CT,,,0
2,100,21,14,14,14,DC20201017,20201017,DC,23,8,0
15,126,26,16,16,14,DE20201017,20201017,DE,26,,2
274,2133,518,267,266,265,FL20201017,20201017,FL,,,88
231,1314,375,160,150,150,GA20201017,20201017,GA,,,51
8,85,19,30,19,17,HI20201017,20201017,HI,25,14,1
85,467,107,123,123,122,IA20201017,20201017,IA,104,46,4
36,208,66,50,48,48,ID20201017,20201017,ID,55,,6
420,1488,351,200,193,176,IL20201017,20201017,IL,422,165,27
190,1008,289,154,151,150,IN20201017,20201017,IN,403,136,31
89,380,121,149,138,128,KS20201017,20201017,KS,123,47,0
144,614,202,115,111,111,KY20201017,20201017,KY,185,,12
95,1046,160,205,213,212,LA20201017,20201017,LA,,60,0
42,260,60,103,103,103,MA20201017,20201017,MA,88,36,21
69,432,119,59,58,58,MD20201017,20201017,MD,108,,4
0,10,4,39,37,35,ME20201017,20201017,ME,5,1,1
123,880,225,156,155,153,MI20201017,20201017,MI,254,94,0
74,508,141,130,130,130,MN20201017,20201017,MN,126,,5
186,1199,405,140,139,140,MO20201017,20201017,MO,,,121
96,465,149,104,100,86,MS20201017,20201017,MS,140,69,11
56,329,71,67,67,67,MT20201017,20201017,MT,,,5
110,1031,317,129,128,124,NC20201017,20201017,NC,316,,19
19,196,34,49,49,49,ND20201017,20201017,ND,39,,11
48,313,100,96,94,92,NE20201017,20201017,NE,,,12
1,16,5,30,30,30,NH20201017,20201017,NH,,,1
67,550,121,93,93,93,NJ20201017,20201017,NJ,179,60,2
32,166,70,52,50,50,NM20201017,20201017,NM,,,1
58,406,158,62,60,59,NV20201017,20201017,NV,139,60,0
125,963,207,177,171,165,NY20201017,20201017,NY,195,103,9
211,1076,279,217,208,207,OH20201017,20201017,OH,282,127,13
183,760,309,148,148,147,OK20201017,20201017,OK,301,,14
13,153,42,64,62,60,OR20201017,20201017,OR,44,15,6
109,983,264,220,203,194,PA20201017,20201017,PA,,92,9
14,195,48,66,66,66,PR20201017,20201017,PR,56,39,3
5,116,13,15,15,15,RI20201017,20201017,RI,13,4,6
89,599,168,83,81,81,SC20201017,20201017,SC,205,103,22
49,291,66,65,63,60,SD20201017,20201017,SD,,,8
163,1277,389,135,132,130,TN20201017,20201017,TN,364,171,32
689,4132,1324,580,579,579,TX20201017,20201017,TX,1348,,81
44,286,90,59,54,48,UT20201017,20201017,UT,96,,3
64,756,184,106,102,102,VA20201017,20201017,VA,219,100,14
0,4,1,2,2,2,VI20201017,20201017,VI,,,0
0,0,0,17,17,17,VT20201017,20201017,VT,,,0
32,281,67,103,98,91,WA20201017,20201017,WA,82,27,7
303,1155,284,143,141,140,WI20201017,20201017,WI,268,,0
24,203,64,63,63,63,WV20201017,20201017,WV,65,28,3
23,64,11,31,31,31,WY20201017,20201017,WY,,,0
12,41,13,23,22,20,AK20201016,20201016,AK,,8,1
140,870,299,115,115,115,AL20201016,20201016,AL,,,30
101,575,212,105,103,96,AR20201016,20201016,AR,238,101,20
95,512,161,109,103,97,AZ20201016,20201016,AZ,167,79,17
332,2256,649,403,397,390,CA20201016,20201016,CA,713,,73
73,347,114,101,93,88,CO20201016,20201016,CO,,,10
30,189,38,33,31,31,CT20201016,20201016,CT,,,2
7,108,21,14,14,14,DC20201016,20201016,DC,21,6,3
12,127,24,16,16,14,DE20201016,20201016,DE,26,,1
269,2213,520,269,267,266,FL20201016,20201016,FL,,,98
255,1345,391,160,151,151,GA20201016,20201016,GA,,,64
12,93,18,30,19,17,HI20201016,20201016,HI,23,5,1
56,456,102,123,123,122,IA20201016,20201016,IA,105,48,17
26,194,60,50,48,48,ID20201016,20201016,ID,56,,1
425,1452,364,200,187,171,IL20201016,20201016,IL,410,151,52
153,981,298,156,153,152,IN20201016,20201016,IN,379,136,23
65,372,119,149,136,124,KS20201016,20201016,KS,123,47,21
153,622,207,115,111,111,KY20201016,20201016,KY,187,,4
79,1053,156,204,212,212,LA20201016,20201016,LA,,60,20
35,253,61,103,103,103,MA20201016,20201016,MA,77,33,30
54,407,105,59,58,58,MD20201016,20201016,MD,111,,4
1,10,5,39,37,35,ME20201016,20201016,ME,5,1,1
125,847,228,156,155,153,MI20201016,20201016,MI,254,94,15
67,507,145,130,130,130,MN20201016,20201016,MN,126,,13
188,1194,409,140,139,140,MO20201016,20201016,MO,,,17
108,475,141,104,99,85,MS20201016,20201016,MS,146,75,8
63,321,70,67,67,67,MT20201016,20201016,MT,,,5
146,1038,324,130,127,124,NC20201016,20201016,NC,299,,36
29,204,38,49,49,49,ND20201016,20201016,ND,39,,18
36,322,109,96,95,92,NE20201016,20201016,NE,,,5
5,17,5,30,30,30,NH20201016,20201016,NH,,,2
85,562,119,94,94,94,NJ20201016,20201016,NJ,178,60,5
23,160,62,52,50,50,NM20201016,20201016,NM,,,6
46,429,135,63,61,60,NV20201016,20201016,NV,142,60,9
142,1022,203,178,170,164,NY20201016,20201016,NY,200,97,10
194,1082,284,218,209,208,OH20201016,20201016,OH,279,134,16
173,767,305,149,149,148,OK20201016,20201016,OK,291,,11
21,146,42,64,61,60,OR20201016,20201016,OR,49,16,3
106,920,252,221,203,194,PA20201016,20201016,PA,,80,25
20,189,42,66,66,66,PR20201016,20201016,PR,64,35,15
4,126,12,15,15,15,RI20201016,20201016,RI,14,5,3
78,602,176,83,81,81,SC20201016,20201016,SC,206,98,8
49,283,61,65,61,57,SD20201016,20201016,SD,,,3
153,1245,365,135,132,130,TN20201016,20201016,TN,361,154,7
701,4275,1350,580,577,578,TX20201016,20201016,TX,1290,,91
45,285,84,59,54,47,UT20201016,20201016,UT,96,,8
79,777,191,106,102,102,VA20201016,20201016,VA,222,104,20
0,4,1,2,2,2,VI20201016,20201016,VI,,,1
0,0,0,17,17,17,VT20201016,20201016,VT,,,0
22,276,67,103,95,89,WA20201016,20201016,WA,77,18,11
296,1179,286,143,141,140,WI20201016,20201016,WI,274,,23
28,209,65,63,63,63,WV20201016,20201016,WV,70,31,3
21,68,14,31,31,31,WY20201016,20201016,WY,,,0
11,50,15,22,22,21,AK20201015,20201015,AK,,7,1
124,865,294,114,114,114,AL20201015,20201015,AL,,,50
104,581,213,105,103,95,AR20201015,20201015,AR,236,103,11
74,457,159,108,102,96,AZ20201015,20201015,AZ,173,75,17
315,2263,627,403,397,390,CA20201015,20201015,CA,706,,118
68,320,105,99,93,88,CO20201015,20201015,CO,,,2
16,189,40,32,31,31,CT20201015,20201015,CT,,,3
9,108,20,14,14,14,DC20201015,20201015,DC,22,10,0
9,131,25,16,16,14,DE20201015,20201015,DE,28,,1
275,2261,523,265,263,262,FL20201015,20201015,FL,,,144
271,1369,394,160,152,152,GA20201015,20201015,GA,,,22
11,119,19,30,20,18,HI20201015,20201015,HI,27,9,10
67,467,105,123,123,122,IA20201015,20201015,IA,107,49,9
22,194,57,50,48,48,ID20201015,20201015,ID,56,,4
212,1433,367,200,186,169,IL20201015,20201015,IL,388,147,53
137,990,301,154,149,148,IN20201015,20201015,IN,377,132,28
92,365,113,148,133,120,KS20201015,20201015,KS,128,42,0
201,630,212,115,111,110,KY20201015,20201015,KY,192,,20
83,1050,159,202,212,212,LA20201015,20201015,LA,,61,12
39,271,53,103,103,103,MA20201015,20201015,MA,92,34,25
46,422,112,59,58,58,MD20201015,20201015,MD,109,,6
2,11,5,39,37,35,ME20201015,20201015,ME,5,1,1
112,818,217,155,154,152,MI20201015,20201015,MI,254,95,34
62,489,123,130,130,130,MN20201015,20201015,MN,115,,19
185,1210,437,140,139,140,MO20201015,20201015,MO,,,22
83,473,130,103,97,84,MS20201015,20201015,MS,138,69,12
58,315,63,67,67,67,MT20201015,20201015,MT,,,5
146,1041,310,130,128,125,NC20201015,20201015,NC,296,,18
27,215,43,49,49,49,ND20201015,20201015,ND,38,,5
46,320,111,96,93,89,NE20201015,20201015,NE,,,3
3,16,5,30,30,30,NH20201015,20201015,NH,,,5
70,536,122,94,94,94,NJ20201015,20201015,NJ,178,60,6
27,148,51,51,49,48,NM20201015,20201015,NM,,,1
64,427,140,62,61,60,NV20201015,20201015,NV,142,63,7
146,1010,205,178,171,163,NY20201015,20201015,NY,197,95,13
203,1066,276,216,209,207,OH20201015,20201015,OH,266,134,5
171,757,292,147,147,146,OK20201015,20201015,OK,293,,11
19,142,43,64,61,60,OR20201015,20201015,OR,50,20,3
118,880,236,216,200,190,PA20201015,20201015,PA,,94,21
17,219,50,66,66,66,PR20201015,20201015,PR,62,37,1
9,131,14,15,15,15,RI20201015,20201015,RI,12,5,2
84,622,183,84,82,82,SC20201015,20201015,SC,204,94,14
43,278,55,64,60,56,SD20201015,20201015,SD,,,13
166,1234,366,134,132,130,TN20201015,20201015,TN,378,173,36
656,4283,1374,580,578,579,TX20201015,20201015,TX,1290,,95
31,284,84,57,51,46,UT20201015,20201015,UT,99,,2
79,757,186,105,101,101,VA20201015,20201015,VA,220,104,7
0,4,1,2,2,2,VI20201015,20201015,VI,,,0
0,0,0,17,17,17,VT20201015,20201015,VT,,,0
25,270,62,103,95,88,WA20201015,20201015,WA,82,25,10
288,1122,278,143,141,141,WI20201015,20201015,WI,264,,18
23,216,71,63,63,63,WV20201015,20201015,WV,60,31,2
16,59,15,31,31,31,WY20201015,20201015,WY,,,0
8,49,15,22,22,21,AK20201014,20201014,AK,,7,4
138,838,275,114,114,114,AL20201014,20201014,AL,,,41
101,580,217,105,101,93,AR20201014,20201014,AR,241,112,23
71,465,152,107,102,95,AZ20201014,20201014,AZ,163,85,5
362,2244,602,403,396,390,CA20201014,20201014,CA,753,,58
67,315,95,99,94,87,CO20201014,20201014,CO,,,7
29,192,38,32,31,31,CT20201014,20201014,CT,,,4
10,110,22,14,14,14,DC20201014,20201014,DC,24,7,1
11,133,28,15,15,13,DE20201014,20201014,DE,22,,1
282,2297,534,265,263,262,FL20201014,20201014,FL,,,66
280,1376,400,158,150,149,GA20201014,20201014,GA,,,16
18,100,19,30,19,17,HI20201014,20201014,HI,26,14,4
69,478,106,123,123,122,IA20201014,20201014,IA,106,46,12
23,206,57,50,48,48,ID20201014,20201014,ID,54,,2
217,1309,331,198,186,166,IL20201014,20201014,IL,390,153,48
120,970,291,155,150,149,IN20201014,20201014,IN,396,125,14
76,360,108,147,132,119,KS20201014,20201014,KS,128,42,67
153,601,207,114,111,111,KY20201014,20201014,KY,185,,7
138,1064,173,201,212,212,LA20201014,20201014,LA,,64,16
46,278,59,103,103,103,MA20201014,20201014,MA,88,28,17
60,429,113,59,58,58,MD20201014,20201014,MD,113,,10
2,8,5,39,37,35,ME20201014,20201014,ME,3,0,0
99,782,220,155,154,152,MI20201014,20201014,MI,230,95,13
76,482,129,130,130,130,MN20201014,20201014,MN,134,,-24
199,1214,416,140,139,140,MO20201014,20201014,MO,,,-2
2,47,14,10,11,10,RI20200729,20200729,RI,12,6,2
185,1298,356,65,72,71,SC20200729,20200729,SC,404,242,50
6,14,2,29,29,25,SD20200729,20200729,SD,,,6
137,1164,423,113,115,112,TN20200729,20200729,TN,,,42
888,7927,2502,518,517,509,TX20200729,20200729,TX,3136,,313
5,210,81,42,46,41,UT20200729,20200729,UT,88,,6
55,674,156,69,73,73,VA20200729,20200729,VA,276,155,30
0,5,5,2,2,2,VI20200729,20200729,VI,,,1
0,1,0,7,8,8,VT20200729,20200729,VT,,,0
25,389,113,66,80,77,WA20200729,20200729,WA,,48,30
80,383,128,98,126,125,WI20200729,20200729,WI,86,,5
14,103,40,39,56,55,WV20200729,20200729,WV,40,13,1
8,17,10,26,28,28,WY20200729,20200729,WY,,,0
2,31,5,22,23,22,AK20200728,20200728,AK,,4,1
124,1598,477,60,104,103,AL20200728,20200728,AL,,,0
70,402,232,62,74,67,AR20200728,20200728,AR,,110,20
261,1985,734,69,81,64,AZ20200728,20200728,AZ,814,574,104
871,6999,1995,343,384,359,CA20200728,20200728,CA,2198,,73
51,279,91,80,77,73,CO20200728,20200728,CO,,,8
7,50,13,30,30,29,CT20200728,20200728,CT,,,5
41,81,16,2,10,10,DC20200728,20200728,DC,20,9,1
1,129,11,4,6,6,DE20200728,20200728,DE,14,,1
742,9329,2152,237,254,250,FL20200728,20200728,FL,,,191
249,1848,578,87,94,78,GA20200728,20200728,GA,,,54
11,46,15,16,13,13,HI20200728,20200728,HI,,,0
22,245,74,122,122,122,IA20200728,20200728,IA,75,31,6
23,210,56,18,39,39,ID20200728,20200728,ID,40,,6
89,746,230,129,150,129,IL20200728,20200728,IL,329,128,30
11,405,270,21,106,105,IN20200728,20200728,IN,304,69,18
34,217,66,88,83,68,KS20200728,20200728,KS,58,24,0
499,326,112,93,93,91,KY20200728,20200728,KY,115,,10
274,38,443,248,2,248,LA20200728,20200728,LA,,214,26
30,143,30,75,77,74,MA20200728,20200728,MA,54,27,15
68,580,158,36,47,47,MD20200728,20200728,MD,150,,11
6,11,8,26,29,28,ME20200728,20200728,ME,7,2,2
39,283,96,99,114,111,MI20200728,20200728,MI,195,135,16
23,195,63,86,92,90,MN20200728,20200728,MN,138,,4
88,581,220,89,110,103,MO20200728,20200728,MO,,112,12
121,834,339,61,72,50,MS20200728,20200728,MS,288,169,42
16,72,18,24,25,23,MT20200728,20200728,MT,,,4
147,922,365,114,117,113,NC20200728,20200728,NC,364,,30
4,17,8,38,40,39,ND20200728,20200728,ND,,,1
4,123,40,43,89,61,NE20200728,20200728,NE,,,1
6,21,9,26,23,22,NH20200728,20200728,NH,,,0
31,356,61,54,63,57,NJ20200728,20200728,NJ,112,50,22
10,352,30,18,20,18,NM20200728,20200728,NM,,,7
0,946,301,62,62,61,NV20200728,20200728,NV,319,191,20
66,635,124,120,129,115,NY20200728,20200728,NY,152,81,9
123,838,263,114,127,122,OH20200728,20200728,OH,363,176,38
72,536,201,65,116,69,OK20200728,20200728,OK,207,,13
18,137,37,36,45,43,OR20200728,20200728,OR,58,27,0
142,627,213,135,146,141,PA20200728,20200728,PA,,98,24
13,71,14,12,12,9,PR20200728,20200728,PR,66,37,8
17,48,10,10,11,11,RI20200728,20200728,RI,10,7,1
198,1373,370,65,73,71,SC20200728,20200728,SC,401,256,59
4,14,2,28,28,24,SD20200728,20200728,SD,,,0
160,1161,422,110,112,109,TN20200728,20200728,TN,,,0
